24
[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m[33mWARNING: Non existent 'bind path' source: '/rc_scratch'
[0m
=====================================================
RESIZING INFORMATION (CSV)
Surface Name, WWR_before, WWR_after
Room_3_Mult9_Flr_6_Wall_South,0.33018967618609346,0.2533409331588045
Banquet_Flr_6_Wall_North,0.33021278344144067,0.2533586624037049
Kitchen_Flr_6_Wall_East,0.3301948444856142,0.2533448985820685
Room_2_Flr_6_Wall_North,0.3302252900802106,0.25336825823229997
Room_6_Flr_3_Wall_North,0.32995461361292994,0.25316057933212377
Corridor_Flr_3_Wall_2_North,0.33018492677866995,0.25333728913419445
Cafe_Flr_1_Wall_South,0.5077973963443286,0.38961201855682875
Room_2_Flr_6_Wall_West,0.33023764137521333,0.2533777348720238
Dining_Flr_6_Wall_North,0.33021278344144067,0.2533586624037049
Lobby_Flr_1_Wall_1_South,0.5077751397502077,0.38959494198923794
Room_5_Flr_3_Wall_East,0.32992829433227694,0.25314038563255364
Room_1_Flr_6_Wall_South,0.3302252900802106,0.25336825823229997
Room_2_Flr_3_Wall_West,0.3299669547839213,0.25317004820410655
Room_1_Flr_6_Wall_West,0.3301989492086784,0.2533480479669421
Room_2_Flr_3_Wall_North,0.3299546136129308,0.2531605793321202
Room_4_Mult19_Flr_3_Wall_North,0.329962265856735,0.2531664505834866
Kitchen_Flr_6_Wall_North,0.21537660859439636,0.16524959723795885
Room_3_Mult19_Flr_3_Wall_South,0.3299431321084864,0.2531517700468514
Corridor_Flr_6_Wall_2_North,0.33012770837068833,0.2532933878074172
Room_6_Flr_3_Wall_East,0.3299669547839213,0.25317004820410655
Kitchen_Flr_6_Wall_1_South,0.3302252900802097,0.2533682582323035
Corridor_Flr_3_Wall_1_South,0.3298427902697728,0.25307478188856686
Corridor_Flr_3_Wall_2_South,0.32990615585502187,0.2531233996911634
Corridor_Flr_6_Wall_1_North,0.330176792570244,0.2533310480912292
Room_1_Flr_3_Wall_South,0.3299546136129308,0.2531605793321202
Corridor_Flr_6_Wall_2_South,0.3302182941585414,0.2533628905498684
Retail_1_Flr_1_Wall_South,0.5077795166814646,0.389598300228241
Room_5_Flr_3_Wall_South,0.32995461361292994,0.25316057933212377
Room_1_Flr_3_Wall_West,0.32992829433227694,0.25314038563255364
Corridor_Flr_3_Wall_1_North,0.32990615585502164,0.2531233996911651

=====================================================
RESIZING INFORMATION (CSV)
Surface Name, WWR_before, WWR_after
Room_3_Mult9_Flr_6_Wall_South,0.33018967618609346,0.32646253161689015
Banquet_Flr_6_Wall_North,0.33021278344144067,0.32648537804009176
Kitchen_Flr_6_Wall_East,0.3301948444856142,0.32646764157721553
Room_2_Flr_6_Wall_North,0.3302252900802106,0.3264977435053057
Room_6_Flr_3_Wall_North,0.32995461361292994,0.3262301224040424
Corridor_Flr_3_Wall_2_North,0.33018492677866995,0.326457835820228
Cafe_Flr_1_Wall_South,0.5077973963443286,0.5020654354607729
Room_2_Flr_6_Wall_West,0.33023764137521333,0.3265099553802578
Dining_Flr_6_Wall_North,0.33021278344144067,0.32648537804009164
Lobby_Flr_1_Wall_1_South,0.5077751397502077,0.5020434300966264
Room_5_Flr_3_Wall_East,0.32992829433227694,0.32620410021252555
Room_1_Flr_6_Wall_South,0.3302252900802106,0.3264977435053057
Room_2_Flr_3_Wall_West,0.3299669547839213,0.32624232426926575
Room_1_Flr_6_Wall_West,0.3301989492086784,0.3264716999666212
Room_2_Flr_3_Wall_North,0.3299546136129308,0.32623012240404714
Room_4_Mult19_Flr_3_Wall_North,0.329962265856735,0.32623768827017063
Kitchen_Flr_6_Wall_North,0.21537660859439636,0.21294546124197364
Room_3_Mult19_Flr_3_Wall_South,0.3299431321084864,0.3262187705015606
Corridor_Flr_6_Wall_2_North,0.33012770837068833,0.3264012632873277
Room_6_Flr_3_Wall_East,0.3299669547839213,0.32624232426926575
Kitchen_Flr_6_Wall_1_South,0.3302252900802097,0.3264977435053008
Corridor_Flr_3_Wall_1_South,0.3298427902697728,0.32611956131042724
Corridor_Flr_3_Wall_2_South,0.32990615585502187,0.32618221163195144
Corridor_Flr_6_Wall_1_North,0.330176792570244,0.32644979342987085
Room_1_Flr_3_Wall_South,0.3299546136129308,0.32623012240404714
Corridor_Flr_6_Wall_2_South,0.3302182941585414,0.3264908265528292
Retail_1_Flr_1_Wall_South,0.5077795166814646,0.5020477576215688
Room_5_Flr_3_Wall_South,0.32995461361292994,0.3262301224040424
Room_1_Flr_3_Wall_West,0.32992829433227694,0.32620410021252555
Corridor_Flr_3_Wall_1_North,0.32990615585502164,0.3261822116319529

=====================================================
RESIZING INFORMATION (CSV)
Surface Name, WWR_before, WWR_after
Room_3_Mult9_Flr_6_Wall_South,0.33018967618609346,0.2884660671304474
Banquet_Flr_6_Wall_North,0.33021278344144067,0.2884862544941142
Kitchen_Flr_6_Wall_East,0.3301948444856142,0.28847058235046735
Room_2_Flr_6_Wall_North,0.3302252900802106,0.2884971807621325
Room_6_Flr_3_Wall_North,0.32995461361292994,0.28826070766313944
Corridor_Flr_3_Wall_2_North,0.33018492677866995,0.28846191787022896
Cafe_Flr_1_Wall_South,0.5077973963443286,0.44363082309080537
Room_2_Flr_6_Wall_West,0.33023764137521333,0.2885079713160179
Dining_Flr_6_Wall_North,0.33021278344144067,0.2884862544941142
Lobby_Flr_1_Wall_1_South,0.5077751397502077,0.443611378896644
Room_5_Flr_3_Wall_East,0.32992829433227694,0.2882377141538661
Room_1_Flr_6_Wall_South,0.3302252900802106,0.2884971807621325
Room_2_Flr_3_Wall_West,0.3299669547839213,0.2882714893723047
Room_1_Flr_6_Wall_West,0.3301989492086784,0.28847416839026313
Room_2_Flr_3_Wall_North,0.3299546136129308,0.28826070766313555
Room_4_Mult19_Flr_3_Wall_North,0.329962265856735,0.2882673929499058
Kitchen_Flr_6_Wall_North,0.21537660859439636,0.18816107139008376
Room_3_Mult19_Flr_3_Wall_South,0.3299431321084864,0.288250676990857
Corridor_Flr_6_Wall_2_North,0.33012770837068833,0.2884119297261362
Room_6_Flr_3_Wall_East,0.3299669547839213,0.2882714893723047
Kitchen_Flr_6_Wall_1_South,0.3302252900802097,0.2884971807621363
Corridor_Flr_3_Wall_1_South,0.3298427902697728,0.2881630146026306
Corridor_Flr_3_Wall_2_South,0.32990615585502187,0.28821837315102333
Corridor_Flr_6_Wall_1_North,0.330176792570244,0.28845481152113306
Room_1_Flr_3_Wall_South,0.3299546136129308,0.28826070766313555
Corridor_Flr_6_Wall_2_South,0.3302182941585414,0.28849106886295567
Retail_1_Flr_1_Wall_South,0.5077795166814646,0.44361520274771143
Room_5_Flr_3_Wall_South,0.32995461361292994,0.28826070766313944
Room_1_Flr_3_Wall_West,0.32992829433227694,0.2882377141538661
Corridor_Flr_3_Wall_1_North,0.32990615585502164,0.2882183731510223

=====================================================
RESIZING INFORMATION (CSV)
Surface Name, WWR_before, WWR_after
Room_3_Mult9_Flr_6_Wall_South,0.33018967618609346,0.2856770527526394
Banquet_Flr_6_Wall_North,0.33021278344144067,0.28569704493616677
Kitchen_Flr_6_Wall_East,0.3301948444856142,0.285681524317567
Room_2_Flr_6_Wall_North,0.3302252900802106,0.2857078655643132
Room_6_Flr_3_Wall_North,0.32995461361292994,0.28547367878925867
Corridor_Flr_3_Wall_2_North,0.33018492677866995,0.2856729436092902
Cafe_Flr_1_Wall_South,0.5077973963443286,0.439341608916192
Room_2_Flr_6_Wall_West,0.33023764137521333,0.28571855179046685
Dining_Flr_6_Wall_North,0.33021278344144067,0.2856970449361667
Lobby_Flr_1_Wall_1_South,0.5077751397502077,0.4393223527168857
Room_5_Flr_3_Wall_East,0.32992829433227694,0.28545090759115743
Room_1_Flr_6_Wall_South,0.3302252900802106,0.2857078655643132
Room_2_Flr_3_Wall_West,0.3299669547839213,0.28548435625621255
Room_1_Flr_6_Wall_West,0.3301989492086784,0.28568507568598184
Room_2_Flr_3_Wall_North,0.3299546136129308,0.2854736787892606
Room_4_Mult19_Flr_3_Wall_North,0.329962265856735,0.28548029943979863
Kitchen_Flr_6_Wall_North,0.21537660859439636,0.18634184898145945
Room_3_Mult19_Flr_3_Wall_South,0.3299431321084864,0.2854637450978484
Corridor_Flr_6_Wall_2_North,0.33012770837068833,0.28562343877211727
Room_6_Flr_3_Wall_East,0.3299669547839213,0.28548435625621255
Kitchen_Flr_6_Wall_1_South,0.3302252900802097,0.2857078655643112
Corridor_Flr_3_Wall_1_South,0.3298427902697728,0.2853769302674083
Corridor_Flr_3_Wall_2_South,0.32990615585502187,0.2854317535854737
Corridor_Flr_6_Wall_1_North,0.330176792570244,0.2856659059674138
Room_1_Flr_3_Wall_South,0.3299546136129308,0.2854736787892606
Corridor_Flr_6_Wall_2_South,0.3302182941585414,0.28570181275761697
Retail_1_Flr_1_Wall_South,0.5077795166814646,0.43932613959731065
Room_5_Flr_3_Wall_South,0.32995461361292994,0.28547367878925867
